source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[cell line]	characteristics[biological replicate]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[fraction identifier]	comment[label]	comment[cleavage agent details]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[proteomics data acquisition method]	comment[sdrf version]	comment[sdrf template]
Sample 129	Homo sapiens	not applicable	osteosarcoma	not applicable	U2OS	1	run 129	proteomic profiling by mass spectrometry	1	20191129_SL_QexXn2_1122_22cmr2um_u2os_ubiSITE_MLN3_HpH_1.raw	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001299	NT=Q Exactive HF;AC=MS:1002571	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:83	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=GG;MT=Variable;TA=K;AC=UNIMOD:169	NT=Glu->pyro-Glu;MT=Variable;TA=E;AC=UNIMOD:27	NT=Gln->pyro-Glu;MT=Variable;TA=QC;AC=UNIMOD:28	NT=Deamidated;MT=Variable;TA=NQ;AC=UNIMOD:7	NT=LRGG;MT=Variable;TA=K;AC=UNIMOD:535	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 130	Homo sapiens	not applicable	osteosarcoma	not applicable	U2OS	1	run 130	proteomic profiling by mass spectrometry	1	20191129_SL_QexXn2_1122_22cmr2um_u2os_ubiSITE_MLN3_HpH_2.raw	2	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001299	NT=Q Exactive HF;AC=MS:1002571	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:83	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=GG;MT=Variable;TA=K;AC=UNIMOD:169	NT=Glu->pyro-Glu;MT=Variable;TA=E;AC=UNIMOD:27	NT=Gln->pyro-Glu;MT=Variable;TA=QC;AC=UNIMOD:28	NT=Deamidated;MT=Variable;TA=NQ;AC=UNIMOD:7	NT=LRGG;MT=Variable;TA=K;AC=UNIMOD:535	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 131	Homo sapiens	not applicable	osteosarcoma	not applicable	U2OS	1	run 131	proteomic profiling by mass spectrometry	1	20191129_SL_QexXn2_1122_22cmr2um_u2os_ubiSITE_MLN3_HpH_3.raw	3	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001299	NT=Q Exactive HF;AC=MS:1002571	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:83	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=GG;MT=Variable;TA=K;AC=UNIMOD:169	NT=Glu->pyro-Glu;MT=Variable;TA=E;AC=UNIMOD:27	NT=Gln->pyro-Glu;MT=Variable;TA=QC;AC=UNIMOD:28	NT=Deamidated;MT=Variable;TA=NQ;AC=UNIMOD:7	NT=LRGG;MT=Variable;TA=K;AC=UNIMOD:535	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 132	Homo sapiens	not applicable	osteosarcoma	not applicable	U2OS	1	run 132	proteomic profiling by mass spectrometry	1	20191129_SL_QexXn2_1122_22cmr2um_u2os_ubiSITE_MLN3_HpH_4.raw	4	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001299	NT=Q Exactive HF;AC=MS:1002571	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:83	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=GG;MT=Variable;TA=K;AC=UNIMOD:169	NT=Glu->pyro-Glu;MT=Variable;TA=E;AC=UNIMOD:27	NT=Gln->pyro-Glu;MT=Variable;TA=QC;AC=UNIMOD:28	NT=Deamidated;MT=Variable;TA=NQ;AC=UNIMOD:7	NT=LRGG;MT=Variable;TA=K;AC=UNIMOD:535	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 133	Homo sapiens	not applicable	osteosarcoma	not applicable	U2OS	1	run 133	proteomic profiling by mass spectrometry	1	20191129_SL_QexXn2_1122_22cmr2um_u2os_ubiSITE_MLN3_HpH_5.raw	5	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001299	NT=Q Exactive HF;AC=MS:1002571	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:83	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=GG;MT=Variable;TA=K;AC=UNIMOD:169	NT=Glu->pyro-Glu;MT=Variable;TA=E;AC=UNIMOD:27	NT=Gln->pyro-Glu;MT=Variable;TA=QC;AC=UNIMOD:28	NT=Deamidated;MT=Variable;TA=NQ;AC=UNIMOD:7	NT=LRGG;MT=Variable;TA=K;AC=UNIMOD:535	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 134	Homo sapiens	not applicable	osteosarcoma	not applicable	U2OS	1	run 134	proteomic profiling by mass spectrometry	1	20191129_SL_QexXn2_1122_22cmr2um_u2os_ubiSITE_MLN3_HpH_6.raw	6	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001299	NT=Q Exactive HF;AC=MS:1002571	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:83	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=GG;MT=Variable;TA=K;AC=UNIMOD:169	NT=Glu->pyro-Glu;MT=Variable;TA=E;AC=UNIMOD:27	NT=Gln->pyro-Glu;MT=Variable;TA=QC;AC=UNIMOD:28	NT=Deamidated;MT=Variable;TA=NQ;AC=UNIMOD:7	NT=LRGG;MT=Variable;TA=K;AC=UNIMOD:535	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 135	Homo sapiens	not applicable	osteosarcoma	not applicable	U2OS	1	run 135	proteomic profiling by mass spectrometry	1	20191129_SL_QexXn2_1122_22cmr2um_u2os_ubiSITE_MLN3_HpH_7.raw	7	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001299	NT=Q Exactive HF;AC=MS:1002571	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:83	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=GG;MT=Variable;TA=K;AC=UNIMOD:169	NT=Glu->pyro-Glu;MT=Variable;TA=E;AC=UNIMOD:27	NT=Gln->pyro-Glu;MT=Variable;TA=QC;AC=UNIMOD:28	NT=Deamidated;MT=Variable;TA=NQ;AC=UNIMOD:7	NT=LRGG;MT=Variable;TA=K;AC=UNIMOD:535	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 136	Homo sapiens	not applicable	osteosarcoma	not applicable	U2OS	1	run 136	proteomic profiling by mass spectrometry	1	20191129_SL_QexXn2_1122_22cmr2um_u2os_ubiSITE_MLN3_HpH_8.raw	8	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001299	NT=Q Exactive HF;AC=MS:1002571	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:83	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=GG;MT=Variable;TA=K;AC=UNIMOD:169	NT=Glu->pyro-Glu;MT=Variable;TA=E;AC=UNIMOD:27	NT=Gln->pyro-Glu;MT=Variable;TA=QC;AC=UNIMOD:28	NT=Deamidated;MT=Variable;TA=NQ;AC=UNIMOD:7	NT=LRGG;MT=Variable;TA=K;AC=UNIMOD:535	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 137	Homo sapiens	not applicable	osteosarcoma	not applicable	U2OS	1	run 137	proteomic profiling by mass spectrometry	1	20191129_SL_QexXn2_1122_22cmr2um_u2os_ubiSITE_MLN3_HpH_9.raw	9	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001299	NT=Q Exactive HF;AC=MS:1002571	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:83	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=GG;MT=Variable;TA=K;AC=UNIMOD:169	NT=Glu->pyro-Glu;MT=Variable;TA=E;AC=UNIMOD:27	NT=Gln->pyro-Glu;MT=Variable;TA=QC;AC=UNIMOD:28	NT=Deamidated;MT=Variable;TA=NQ;AC=UNIMOD:7	NT=LRGG;MT=Variable;TA=K;AC=UNIMOD:535	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 138	Homo sapiens	not applicable	osteosarcoma	not applicable	U2OS	1	run 138	proteomic profiling by mass spectrometry	1	20191129_SL_QexXn2_1122_22cmr2um_u2os_ubiSITE_MLN3_HpH_10.raw	10	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001299	NT=Q Exactive HF;AC=MS:1002571	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:83	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=GG;MT=Variable;TA=K;AC=UNIMOD:169	NT=Glu->pyro-Glu;MT=Variable;TA=E;AC=UNIMOD:27	NT=Gln->pyro-Glu;MT=Variable;TA=QC;AC=UNIMOD:28	NT=Deamidated;MT=Variable;TA=NQ;AC=UNIMOD:7	NT=LRGG;MT=Variable;TA=K;AC=UNIMOD:535	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 139	Homo sapiens	not applicable	osteosarcoma	not applicable	U2OS	1	run 139	proteomic profiling by mass spectrometry	1	20191129_SL_QexXn2_1122_22cmr2um_u2os_ubiSITE_MLN3_HpH_11.raw	11	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001299	NT=Q Exactive HF;AC=MS:1002571	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:83	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=GG;MT=Variable;TA=K;AC=UNIMOD:169	NT=Glu->pyro-Glu;MT=Variable;TA=E;AC=UNIMOD:27	NT=Gln->pyro-Glu;MT=Variable;TA=QC;AC=UNIMOD:28	NT=Deamidated;MT=Variable;TA=NQ;AC=UNIMOD:7	NT=LRGG;MT=Variable;TA=K;AC=UNIMOD:535	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 140	Homo sapiens	not applicable	osteosarcoma	not applicable	U2OS	1	run 140	proteomic profiling by mass spectrometry	1	20191129_SL_QexXn2_1122_22cmr2um_u2os_ubiSITE_MLN3_HpH_12.raw	12	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001299	NT=Q Exactive HF;AC=MS:1002571	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:83	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=GG;MT=Variable;TA=K;AC=UNIMOD:169	NT=Glu->pyro-Glu;MT=Variable;TA=E;AC=UNIMOD:27	NT=Gln->pyro-Glu;MT=Variable;TA=QC;AC=UNIMOD:28	NT=Deamidated;MT=Variable;TA=NQ;AC=UNIMOD:7	NT=LRGG;MT=Variable;TA=K;AC=UNIMOD:535	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 141	Homo sapiens	not applicable	osteosarcoma	not applicable	U2OS	1	run 141	proteomic profiling by mass spectrometry	1	20191129_SL_QexXn2_1122_22cmr2um_u2os_ubiSITE_MLN3_HpH_13.raw	13	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001299	NT=Q Exactive HF;AC=MS:1002571	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:83	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=GG;MT=Variable;TA=K;AC=UNIMOD:169	NT=Glu->pyro-Glu;MT=Variable;TA=E;AC=UNIMOD:27	NT=Gln->pyro-Glu;MT=Variable;TA=QC;AC=UNIMOD:28	NT=Deamidated;MT=Variable;TA=NQ;AC=UNIMOD:7	NT=LRGG;MT=Variable;TA=K;AC=UNIMOD:535	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 142	Homo sapiens	not applicable	osteosarcoma	not applicable	U2OS	1	run 142	proteomic profiling by mass spectrometry	1	20191129_SL_QexXn2_1122_22cmr2um_u2os_ubiSITE_MLN3_HpH_14.raw	14	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001299	NT=Q Exactive HF;AC=MS:1002571	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:83	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=GG;MT=Variable;TA=K;AC=UNIMOD:169	NT=Glu->pyro-Glu;MT=Variable;TA=E;AC=UNIMOD:27	NT=Gln->pyro-Glu;MT=Variable;TA=QC;AC=UNIMOD:28	NT=Deamidated;MT=Variable;TA=NQ;AC=UNIMOD:7	NT=LRGG;MT=Variable;TA=K;AC=UNIMOD:535	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 143	Homo sapiens	not applicable	osteosarcoma	not applicable	U2OS	1	run 143	proteomic profiling by mass spectrometry	1	20191129_SL_QexXn2_1122_22cmr2um_u2os_ubiSITE_MLN3_HpH_15.raw	15	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001299	NT=Q Exactive HF;AC=MS:1002571	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:83	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=GG;MT=Variable;TA=K;AC=UNIMOD:169	NT=Glu->pyro-Glu;MT=Variable;TA=E;AC=UNIMOD:27	NT=Gln->pyro-Glu;MT=Variable;TA=QC;AC=UNIMOD:28	NT=Deamidated;MT=Variable;TA=NQ;AC=UNIMOD:7	NT=LRGG;MT=Variable;TA=K;AC=UNIMOD:535	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 144	Homo sapiens	not applicable	osteosarcoma	not applicable	U2OS	1	run 144	proteomic profiling by mass spectrometry	1	20191129_SL_QexXn2_1122_22cmr2um_u2os_ubiSITE_MLN3_HpH_16.raw	16	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001299	NT=Q Exactive HF;AC=MS:1002571	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:83	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=GG;MT=Variable;TA=K;AC=UNIMOD:169	NT=Glu->pyro-Glu;MT=Variable;TA=E;AC=UNIMOD:27	NT=Gln->pyro-Glu;MT=Variable;TA=QC;AC=UNIMOD:28	NT=Deamidated;MT=Variable;TA=NQ;AC=UNIMOD:7	NT=LRGG;MT=Variable;TA=K;AC=UNIMOD:535	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 145	Homo sapiens	not applicable	osteosarcoma	not applicable	U2OS	1	run 145	proteomic profiling by mass spectrometry	1	20190114_MP_QexXn2_0911_22cmr2um_UBISITE_FR_MG_HpH_1.raw	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001299	NT=Q Exactive HF;AC=MS:1002571	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:83	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=GG;MT=Variable;TA=K;AC=UNIMOD:169	NT=Glu->pyro-Glu;MT=Variable;TA=E;AC=UNIMOD:27	NT=Gln->pyro-Glu;MT=Variable;TA=QC;AC=UNIMOD:28	NT=Deamidated;MT=Variable;TA=NQ;AC=UNIMOD:7	NT=LRGG;MT=Variable;TA=K;AC=UNIMOD:535	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 146	Homo sapiens	not applicable	osteosarcoma	not applicable	U2OS	1	run 146	proteomic profiling by mass spectrometry	1	20190114_MP_QexXn2_0911_22cmr2um_UBISITE_FR_MG_HpH_2.raw	2	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001299	NT=Q Exactive HF;AC=MS:1002571	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:83	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=GG;MT=Variable;TA=K;AC=UNIMOD:169	NT=Glu->pyro-Glu;MT=Variable;TA=E;AC=UNIMOD:27	NT=Gln->pyro-Glu;MT=Variable;TA=QC;AC=UNIMOD:28	NT=Deamidated;MT=Variable;TA=NQ;AC=UNIMOD:7	NT=LRGG;MT=Variable;TA=K;AC=UNIMOD:535	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 147	Homo sapiens	not applicable	osteosarcoma	not applicable	U2OS	1	run 147	proteomic profiling by mass spectrometry	1	20190114_MP_QexXn2_0911_22cmr2um_UBISITE_FR_MG_HpH_3.raw	3	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001299	NT=Q Exactive HF;AC=MS:1002571	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:83	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=GG;MT=Variable;TA=K;AC=UNIMOD:169	NT=Glu->pyro-Glu;MT=Variable;TA=E;AC=UNIMOD:27	NT=Gln->pyro-Glu;MT=Variable;TA=QC;AC=UNIMOD:28	NT=Deamidated;MT=Variable;TA=NQ;AC=UNIMOD:7	NT=LRGG;MT=Variable;TA=K;AC=UNIMOD:535	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 148	Homo sapiens	not applicable	osteosarcoma	not applicable	U2OS	1	run 148	proteomic profiling by mass spectrometry	1	20190114_MP_QexXn2_0911_22cmr2um_UBISITE_FR_MG_HpH_4.raw	4	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001299	NT=Q Exactive HF;AC=MS:1002571	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:83	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=GG;MT=Variable;TA=K;AC=UNIMOD:169	NT=Glu->pyro-Glu;MT=Variable;TA=E;AC=UNIMOD:27	NT=Gln->pyro-Glu;MT=Variable;TA=QC;AC=UNIMOD:28	NT=Deamidated;MT=Variable;TA=NQ;AC=UNIMOD:7	NT=LRGG;MT=Variable;TA=K;AC=UNIMOD:535	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 149	Homo sapiens	not applicable	osteosarcoma	not applicable	U2OS	1	run 149	proteomic profiling by mass spectrometry	1	20190114_MP_QexXn2_0911_22cmr2um_UBISITE_FR_MG_HpH_5.raw	5	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001299	NT=Q Exactive HF;AC=MS:1002571	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:83	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=GG;MT=Variable;TA=K;AC=UNIMOD:169	NT=Glu->pyro-Glu;MT=Variable;TA=E;AC=UNIMOD:27	NT=Gln->pyro-Glu;MT=Variable;TA=QC;AC=UNIMOD:28	NT=Deamidated;MT=Variable;TA=NQ;AC=UNIMOD:7	NT=LRGG;MT=Variable;TA=K;AC=UNIMOD:535	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 150	Homo sapiens	not applicable	osteosarcoma	not applicable	U2OS	1	run 150	proteomic profiling by mass spectrometry	1	20190114_MP_QexXn2_0911_22cmr2um_UBISITE_FR_MG_HpH_6.raw	6	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001299	NT=Q Exactive HF;AC=MS:1002571	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:83	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=GG;MT=Variable;TA=K;AC=UNIMOD:169	NT=Glu->pyro-Glu;MT=Variable;TA=E;AC=UNIMOD:27	NT=Gln->pyro-Glu;MT=Variable;TA=QC;AC=UNIMOD:28	NT=Deamidated;MT=Variable;TA=NQ;AC=UNIMOD:7	NT=LRGG;MT=Variable;TA=K;AC=UNIMOD:535	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 151	Homo sapiens	not applicable	osteosarcoma	not applicable	U2OS	1	run 151	proteomic profiling by mass spectrometry	1	20190114_MP_QexXn2_0911_22cmr2um_UBISITE_FR_MG_HpH_7.raw	7	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001299	NT=Q Exactive HF;AC=MS:1002571	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:83	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=GG;MT=Variable;TA=K;AC=UNIMOD:169	NT=Glu->pyro-Glu;MT=Variable;TA=E;AC=UNIMOD:27	NT=Gln->pyro-Glu;MT=Variable;TA=QC;AC=UNIMOD:28	NT=Deamidated;MT=Variable;TA=NQ;AC=UNIMOD:7	NT=LRGG;MT=Variable;TA=K;AC=UNIMOD:535	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 152	Homo sapiens	not applicable	osteosarcoma	not applicable	U2OS	1	run 152	proteomic profiling by mass spectrometry	1	20190114_MP_QexXn2_0911_22cmr2um_UBISITE_FR_MG_HpH_8.raw	8	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001299	NT=Q Exactive HF;AC=MS:1002571	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:83	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=GG;MT=Variable;TA=K;AC=UNIMOD:169	NT=Glu->pyro-Glu;MT=Variable;TA=E;AC=UNIMOD:27	NT=Gln->pyro-Glu;MT=Variable;TA=QC;AC=UNIMOD:28	NT=Deamidated;MT=Variable;TA=NQ;AC=UNIMOD:7	NT=LRGG;MT=Variable;TA=K;AC=UNIMOD:535	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 153	Homo sapiens	not applicable	osteosarcoma	not applicable	U2OS	1	run 153	proteomic profiling by mass spectrometry	1	20190114_MP_QexXn2_0911_22cmr2um_UBISITE_FR_MG_HpH_9.raw	9	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001299	NT=Q Exactive HF;AC=MS:1002571	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:83	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=GG;MT=Variable;TA=K;AC=UNIMOD:169	NT=Glu->pyro-Glu;MT=Variable;TA=E;AC=UNIMOD:27	NT=Gln->pyro-Glu;MT=Variable;TA=QC;AC=UNIMOD:28	NT=Deamidated;MT=Variable;TA=NQ;AC=UNIMOD:7	NT=LRGG;MT=Variable;TA=K;AC=UNIMOD:535	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 154	Homo sapiens	not applicable	osteosarcoma	not applicable	U2OS	1	run 154	proteomic profiling by mass spectrometry	1	20190114_MP_QexXn2_0911_22cmr2um_UBISITE_FR_MG_HpH_10.raw	10	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001299	NT=Q Exactive HF;AC=MS:1002571	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:83	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=GG;MT=Variable;TA=K;AC=UNIMOD:169	NT=Glu->pyro-Glu;MT=Variable;TA=E;AC=UNIMOD:27	NT=Gln->pyro-Glu;MT=Variable;TA=QC;AC=UNIMOD:28	NT=Deamidated;MT=Variable;TA=NQ;AC=UNIMOD:7	NT=LRGG;MT=Variable;TA=K;AC=UNIMOD:535	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 155	Homo sapiens	not applicable	osteosarcoma	not applicable	U2OS	1	run 155	proteomic profiling by mass spectrometry	1	20190114_MP_QexXn2_0911_22cmr2um_UBISITE_FR_MG_HpH_11.raw	11	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001299	NT=Q Exactive HF;AC=MS:1002571	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:83	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=GG;MT=Variable;TA=K;AC=UNIMOD:169	NT=Glu->pyro-Glu;MT=Variable;TA=E;AC=UNIMOD:27	NT=Gln->pyro-Glu;MT=Variable;TA=QC;AC=UNIMOD:28	NT=Deamidated;MT=Variable;TA=NQ;AC=UNIMOD:7	NT=LRGG;MT=Variable;TA=K;AC=UNIMOD:535	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
