source name	characteristics[organism]	characteristics[organism part]	characteristics[biological replicate]	characteristics[cell line]	characteristics[cell type]	characteristics[disease]	assay name	technology type	comment[cleavage agent details]	comment[data file]	comment[fraction identifier]	comment[fragment mass tolerance]	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[technical replicate]	comment[tool metadata]	comment[proteomics data acquisition method]	comment[sdrf version]	comment[sdrf template]
LS-Kpan 2	Homo sapiens	cervix	17	HeLa	not applicable	Cancer	run17	proteomic profiling by mass spectrometry	Trypsin	20120618_EXQ1_AC_SA_lyfespanC3_0301.raw	Cytosol	20ppm	Velos	SILAC light	NT=Carbamidomethyl; AC=4; MT=Fixed; PP=Anywhere; TA=C	NT=Oxidation; AC=35; MT=Variable; PP=Anywhere; TA=M	NT=Methyl; AC=34; MT=Variable; PP=Anywhere; TA=K,R	NT=Dimethyl; AC=36; MT=Variable; PP=Anywhere; TA=K,R	NT=Trimethyl; AC=37; MT=Variable; PP=Anywhere; TA=K		20ppm	17	lesSDRF v0.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
LS-Kpan 2	Homo sapiens	cervix	17	HeLa	not applicable	Cancer	run17	proteomic profiling by mass spectrometry	Trypsin	20120618_EXQ1_AC_SA_lyfespanC3_0301.raw	Cytosol	20ppm	Velos	SILAC heavy	NT=Carbamidomethyl; AC=4; MT=Fixed; PP=Anywhere; TA=C	NT=Oxidation; AC=35; MT=Variable; PP=Anywhere; TA=M	NT=Methyl:2H(3)13C(1); AC=329; MT=Variable; PP=Anywhere; TA=K,R	NT=Dimethyl:2H(6)13C(2); AC=330; MT=Variable; PP=Anywhere; TA=K,R	NT=Trimethyl:13C(3)2H(9); AC=1414; MT=Variable; PP=Anywhere; TA=K	NT=Label:13C(4); AC=1266; MT=Fixed; PP=Anywhere; TA=M	20ppm	17	lesSDRF v0.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
LS-Kpan 2	Homo sapiens	cervix	18	HeLa	not applicable	Cancer	run18	proteomic profiling by mass spectrometry	Trypsin	20120618_EXQ1_AC_SA_lyfespanC3_0401.raw	Cytosol	20ppm	Velos	SILAC light	NT=Carbamidomethyl; AC=4; MT=Fixed; PP=Anywhere; TA=C	NT=Oxidation; AC=35; MT=Variable; PP=Anywhere; TA=M	NT=Methyl; AC=34; MT=Variable; PP=Anywhere; TA=K,R	NT=Dimethyl; AC=36; MT=Variable; PP=Anywhere; TA=K,R	NT=Trimethyl; AC=37; MT=Variable; PP=Anywhere; TA=K		20ppm	18	lesSDRF v0.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
LS-Kpan 2	Homo sapiens	cervix	18	HeLa	not applicable	Cancer	run18	proteomic profiling by mass spectrometry	Trypsin	20120618_EXQ1_AC_SA_lyfespanC3_0401.raw	Cytosol	20ppm	Velos	SILAC heavy	NT=Carbamidomethyl; AC=4; MT=Fixed; PP=Anywhere; TA=C	NT=Oxidation; AC=35; MT=Variable; PP=Anywhere; TA=M	NT=Methyl:2H(3)13C(1); AC=329; MT=Variable; PP=Anywhere; TA=K,R	NT=Dimethyl:2H(6)13C(2); AC=330; MT=Variable; PP=Anywhere; TA=K,R	NT=Trimethyl:13C(3)2H(9); AC=1414; MT=Variable; PP=Anywhere; TA=K	NT=Label:13C(4); AC=1266; MT=Fixed; PP=Anywhere; TA=M	20ppm	18	lesSDRF v0.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
LS-Kpan 2	Homo sapiens	cervix	19	HeLa	not applicable	Cancer	run19	proteomic profiling by mass spectrometry	Trypsin	20120618_EXQ1_AC_SA_lyfespanC401.raw	Cytosol	20ppm	Velos	SILAC light	NT=Carbamidomethyl; AC=4; MT=Fixed; PP=Anywhere; TA=C	NT=Oxidation; AC=35; MT=Variable; PP=Anywhere; TA=M	NT=Methyl; AC=34; MT=Variable; PP=Anywhere; TA=K,R	NT=Dimethyl; AC=36; MT=Variable; PP=Anywhere; TA=K,R	NT=Trimethyl; AC=37; MT=Variable; PP=Anywhere; TA=K		20ppm	19	lesSDRF v0.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
LS-Kpan 2	Homo sapiens	cervix	19	HeLa	not applicable	Cancer	run19	proteomic profiling by mass spectrometry	Trypsin	20120618_EXQ1_AC_SA_lyfespanC401.raw	Cytosol	20ppm	Velos	SILAC heavy	NT=Carbamidomethyl; AC=4; MT=Fixed; PP=Anywhere; TA=C	NT=Oxidation; AC=35; MT=Variable; PP=Anywhere; TA=M	NT=Methyl:2H(3)13C(1); AC=329; MT=Variable; PP=Anywhere; TA=K,R	NT=Dimethyl:2H(6)13C(2); AC=330; MT=Variable; PP=Anywhere; TA=K,R	NT=Trimethyl:13C(3)2H(9); AC=1414; MT=Variable; PP=Anywhere; TA=K	NT=Label:13C(4); AC=1266; MT=Fixed; PP=Anywhere; TA=M	20ppm	19	lesSDRF v0.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
LS-Kpan 2	Homo sapiens	cervix	20	HeLa	not applicable	Cancer	run20	proteomic profiling by mass spectrometry	Trypsin	20120618_EXQ1_AC_SA_lyfespanC501.raw	Cytosol	20ppm	Velos	SILAC light	NT=Carbamidomethyl; AC=4; MT=Fixed; PP=Anywhere; TA=C	NT=Oxidation; AC=35; MT=Variable; PP=Anywhere; TA=M	NT=Methyl; AC=34; MT=Variable; PP=Anywhere; TA=K,R	NT=Dimethyl; AC=36; MT=Variable; PP=Anywhere; TA=K,R	NT=Trimethyl; AC=37; MT=Variable; PP=Anywhere; TA=K		20ppm	20	lesSDRF v0.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
LS-Kpan 2	Homo sapiens	cervix	20	HeLa	not applicable	Cancer	run20	proteomic profiling by mass spectrometry	Trypsin	20120618_EXQ1_AC_SA_lyfespanC501.raw	Cytosol	20ppm	Velos	SILAC heavy	NT=Carbamidomethyl; AC=4; MT=Fixed; PP=Anywhere; TA=C	NT=Oxidation; AC=35; MT=Variable; PP=Anywhere; TA=M	NT=Methyl:2H(3)13C(1); AC=329; MT=Variable; PP=Anywhere; TA=K,R	NT=Dimethyl:2H(6)13C(2); AC=330; MT=Variable; PP=Anywhere; TA=K,R	NT=Trimethyl:13C(3)2H(9); AC=1414; MT=Variable; PP=Anywhere; TA=K	NT=Label:13C(4); AC=1266; MT=Fixed; PP=Anywhere; TA=M	20ppm	20	lesSDRF v0.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
LS-Kpan 1	Homo sapiens	cervix	21	HeLa	not applicable	Cancer	run21	proteomic profiling by mass spectrometry	Trypsin	20120618_EXQ1_AC_SA_lyfespanN101.raw	Nucleus	20ppm	Velos	SILAC light	NT=Carbamidomethyl; AC=4; MT=Fixed; PP=Anywhere; TA=C	NT=Oxidation; AC=35; MT=Variable; PP=Anywhere; TA=M	NT=Methyl; AC=34; MT=Variable; PP=Anywhere; TA=K,R	NT=Dimethyl; AC=36; MT=Variable; PP=Anywhere; TA=K,R	NT=Trimethyl; AC=37; MT=Variable; PP=Anywhere; TA=K		20ppm	21	lesSDRF v0.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
LS-Kpan 1	Homo sapiens	cervix	21	HeLa	not applicable	Cancer	run21	proteomic profiling by mass spectrometry	Trypsin	20120618_EXQ1_AC_SA_lyfespanN101.raw	Nucleus	20ppm	Velos	SILAC heavy	NT=Carbamidomethyl; AC=4; MT=Fixed; PP=Anywhere; TA=C	NT=Oxidation; AC=35; MT=Variable; PP=Anywhere; TA=M	NT=Methyl:2H(3)13C(1); AC=329; MT=Variable; PP=Anywhere; TA=K,R	NT=Dimethyl:2H(6)13C(2); AC=330; MT=Variable; PP=Anywhere; TA=K,R	NT=Trimethyl:13C(3)2H(9); AC=1414; MT=Variable; PP=Anywhere; TA=K	NT=Label:13C(4); AC=1266; MT=Fixed; PP=Anywhere; TA=M	20ppm	21	lesSDRF v0.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
LS-Kpan 1	Homo sapiens	cervix	22	HeLa	not applicable	Cancer	run22	proteomic profiling by mass spectrometry	Trypsin	20120618_EXQ1_AC_SA_lyfespanN201.raw	Nucleus	20ppm	Velos	SILAC light	NT=Carbamidomethyl; AC=4; MT=Fixed; PP=Anywhere; TA=C	NT=Oxidation; AC=35; MT=Variable; PP=Anywhere; TA=M	NT=Methyl; AC=34; MT=Variable; PP=Anywhere; TA=K,R	NT=Dimethyl; AC=36; MT=Variable; PP=Anywhere; TA=K,R	NT=Trimethyl; AC=37; MT=Variable; PP=Anywhere; TA=K		20ppm	22	lesSDRF v0.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
LS-Kpan 1	Homo sapiens	cervix	22	HeLa	not applicable	Cancer	run22	proteomic profiling by mass spectrometry	Trypsin	20120618_EXQ1_AC_SA_lyfespanN201.raw	Nucleus	20ppm	Velos	SILAC heavy	NT=Carbamidomethyl; AC=4; MT=Fixed; PP=Anywhere; TA=C	NT=Oxidation; AC=35; MT=Variable; PP=Anywhere; TA=M	NT=Methyl:2H(3)13C(1); AC=329; MT=Variable; PP=Anywhere; TA=K,R	NT=Dimethyl:2H(6)13C(2); AC=330; MT=Variable; PP=Anywhere; TA=K,R	NT=Trimethyl:13C(3)2H(9); AC=1414; MT=Variable; PP=Anywhere; TA=K	NT=Label:13C(4); AC=1266; MT=Fixed; PP=Anywhere; TA=M	20ppm	22	lesSDRF v0.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
LS-Kpan 1	Homo sapiens	cervix	23	HeLa	not applicable	Cancer	run23	proteomic profiling by mass spectrometry	Trypsin	20120618_EXQ1_AC_SA_lyfespanN301.raw	Nucleus	20ppm	Velos	SILAC light	NT=Carbamidomethyl; AC=4; MT=Fixed; PP=Anywhere; TA=C	NT=Oxidation; AC=35; MT=Variable; PP=Anywhere; TA=M	NT=Methyl; AC=34; MT=Variable; PP=Anywhere; TA=K,R	NT=Dimethyl; AC=36; MT=Variable; PP=Anywhere; TA=K,R	NT=Trimethyl; AC=37; MT=Variable; PP=Anywhere; TA=K		20ppm	23	lesSDRF v0.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
LS-Kpan 1	Homo sapiens	cervix	23	HeLa	not applicable	Cancer	run23	proteomic profiling by mass spectrometry	Trypsin	20120618_EXQ1_AC_SA_lyfespanN301.raw	Nucleus	20ppm	Velos	SILAC heavy	NT=Carbamidomethyl; AC=4; MT=Fixed; PP=Anywhere; TA=C	NT=Oxidation; AC=35; MT=Variable; PP=Anywhere; TA=M	NT=Methyl:2H(3)13C(1); AC=329; MT=Variable; PP=Anywhere; TA=K,R	NT=Dimethyl:2H(6)13C(2); AC=330; MT=Variable; PP=Anywhere; TA=K,R	NT=Trimethyl:13C(3)2H(9); AC=1414; MT=Variable; PP=Anywhere; TA=K	NT=Label:13C(4); AC=1266; MT=Fixed; PP=Anywhere; TA=M	20ppm	23	lesSDRF v0.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
LS-Kpan 1	Homo sapiens	cervix	24	HeLa	not applicable	Cancer	run24	proteomic profiling by mass spectrometry	Trypsin	20120618_EXQ1_AC_SA_lyfespanN401.raw	Nucleus	20ppm	Velos	SILAC light	NT=Carbamidomethyl; AC=4; MT=Fixed; PP=Anywhere; TA=C	NT=Oxidation; AC=35; MT=Variable; PP=Anywhere; TA=M	NT=Methyl; AC=34; MT=Variable; PP=Anywhere; TA=K,R	NT=Dimethyl; AC=36; MT=Variable; PP=Anywhere; TA=K,R	NT=Trimethyl; AC=37; MT=Variable; PP=Anywhere; TA=K		20ppm	24	lesSDRF v0.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
LS-Kpan 1	Homo sapiens	cervix	24	HeLa	not applicable	Cancer	run24	proteomic profiling by mass spectrometry	Trypsin	20120618_EXQ1_AC_SA_lyfespanN401.raw	Nucleus	20ppm	Velos	SILAC heavy	NT=Carbamidomethyl; AC=4; MT=Fixed; PP=Anywhere; TA=C	NT=Oxidation; AC=35; MT=Variable; PP=Anywhere; TA=M	NT=Methyl:2H(3)13C(1); AC=329; MT=Variable; PP=Anywhere; TA=K,R	NT=Dimethyl:2H(6)13C(2); AC=330; MT=Variable; PP=Anywhere; TA=K,R	NT=Trimethyl:13C(3)2H(9); AC=1414; MT=Variable; PP=Anywhere; TA=K	NT=Label:13C(4); AC=1266; MT=Fixed; PP=Anywhere; TA=M	20ppm	24	lesSDRF v0.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
LS-Kpan 1	Homo sapiens	cervix	25	HeLa	not applicable	Cancer	run25	proteomic profiling by mass spectrometry	Trypsin	20120618_EXQ1_AC_SA_lyfespanN501.raw	Nucleus	20ppm	Velos	SILAC light	NT=Carbamidomethyl; AC=4; MT=Fixed; PP=Anywhere; TA=C	NT=Oxidation; AC=35; MT=Variable; PP=Anywhere; TA=M	NT=Methyl; AC=34; MT=Variable; PP=Anywhere; TA=K,R	NT=Dimethyl; AC=36; MT=Variable; PP=Anywhere; TA=K,R	NT=Trimethyl; AC=37; MT=Variable; PP=Anywhere; TA=K		20ppm	25	lesSDRF v0.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
LS-Kpan 1	Homo sapiens	cervix	25	HeLa	not applicable	Cancer	run25	proteomic profiling by mass spectrometry	Trypsin	20120618_EXQ1_AC_SA_lyfespanN501.raw	Nucleus	20ppm	Velos	SILAC heavy	NT=Carbamidomethyl; AC=4; MT=Fixed; PP=Anywhere; TA=C	NT=Oxidation; AC=35; MT=Variable; PP=Anywhere; TA=M	NT=Methyl:2H(3)13C(1); AC=329; MT=Variable; PP=Anywhere; TA=K,R	NT=Dimethyl:2H(6)13C(2); AC=330; MT=Variable; PP=Anywhere; TA=K,R	NT=Trimethyl:13C(3)2H(9); AC=1414; MT=Variable; PP=Anywhere; TA=K	NT=Label:13C(4); AC=1266; MT=Fixed; PP=Anywhere; TA=M	20ppm	25	lesSDRF v0.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
LS-Kpan 1	Homo sapiens	cervix	26	HeLa	not applicable	Cancer	run26	proteomic profiling by mass spectrometry	Trypsin	20120618_EXQ1_AC_SA_lyfespanN601.raw	Nucleus	20ppm	Velos	SILAC light	NT=Carbamidomethyl; AC=4; MT=Fixed; PP=Anywhere; TA=C	NT=Oxidation; AC=35; MT=Variable; PP=Anywhere; TA=M	NT=Methyl; AC=34; MT=Variable; PP=Anywhere; TA=K,R	NT=Dimethyl; AC=36; MT=Variable; PP=Anywhere; TA=K,R	NT=Trimethyl; AC=37; MT=Variable; PP=Anywhere; TA=K		20ppm	26	lesSDRF v0.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
LS-Kpan 1	Homo sapiens	cervix	26	HeLa	not applicable	Cancer	run26	proteomic profiling by mass spectrometry	Trypsin	20120618_EXQ1_AC_SA_lyfespanN601.raw	Nucleus	20ppm	Velos	SILAC heavy	NT=Carbamidomethyl; AC=4; MT=Fixed; PP=Anywhere; TA=C	NT=Oxidation; AC=35; MT=Variable; PP=Anywhere; TA=M	NT=Methyl:2H(3)13C(1); AC=329; MT=Variable; PP=Anywhere; TA=K,R	NT=Dimethyl:2H(6)13C(2); AC=330; MT=Variable; PP=Anywhere; TA=K,R	NT=Trimethyl:13C(3)2H(9); AC=1414; MT=Variable; PP=Anywhere; TA=K	NT=Label:13C(4); AC=1266; MT=Fixed; PP=Anywhere; TA=M	20ppm	26	lesSDRF v0.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
LS-Kpan 1	Homo sapiens	cervix	27	HeLa	not applicable	Cancer	run27	proteomic profiling by mass spectrometry	Trypsin	20120618_EXQ1_AC_SA_lyfespanN701.raw	Nucleus	20ppm	Velos	SILAC light	NT=Carbamidomethyl; AC=4; MT=Fixed; PP=Anywhere; TA=C	NT=Oxidation; AC=35; MT=Variable; PP=Anywhere; TA=M	NT=Methyl; AC=34; MT=Variable; PP=Anywhere; TA=K,R	NT=Dimethyl; AC=36; MT=Variable; PP=Anywhere; TA=K,R	NT=Trimethyl; AC=37; MT=Variable; PP=Anywhere; TA=K		20ppm	27	lesSDRF v0.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
LS-Kpan 1	Homo sapiens	cervix	27	HeLa	not applicable	Cancer	run27	proteomic profiling by mass spectrometry	Trypsin	20120618_EXQ1_AC_SA_lyfespanN701.raw	Nucleus	20ppm	Velos	SILAC heavy	NT=Carbamidomethyl; AC=4; MT=Fixed; PP=Anywhere; TA=C	NT=Oxidation; AC=35; MT=Variable; PP=Anywhere; TA=M	NT=Methyl:2H(3)13C(1); AC=329; MT=Variable; PP=Anywhere; TA=K,R	NT=Dimethyl:2H(6)13C(2); AC=330; MT=Variable; PP=Anywhere; TA=K,R	NT=Trimethyl:13C(3)2H(9); AC=1414; MT=Variable; PP=Anywhere; TA=K	NT=Label:13C(4); AC=1266; MT=Fixed; PP=Anywhere; TA=M	20ppm	27	lesSDRF v0.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
AC-Ktr 2	Homo sapiens	cervix	28	HeLa	not applicable	Cancer	run28	proteomic profiling by mass spectrometry	Trypsin	20120707_EXQ3_AlCu_SA_76118_IPCyt_Top10_20cm_0101.raw	Cytosol	20ppm	Velos	SILAC light	NT=Carbamidomethyl; AC=4; MT=Fixed; PP=Anywhere; TA=C	NT=Oxidation; AC=35; MT=Variable; PP=Anywhere; TA=M	NT=Methyl; AC=34; MT=Variable; PP=Anywhere; TA=K,R	NT=Dimethyl; AC=36; MT=Variable; PP=Anywhere; TA=K,R	NT=Trimethyl; AC=37; MT=Variable; PP=Anywhere; TA=K		20ppm	28	lesSDRF v0.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
AC-Ktr 2	Homo sapiens	cervix	28	HeLa	not applicable	Cancer	run28	proteomic profiling by mass spectrometry	Trypsin	20120707_EXQ3_AlCu_SA_76118_IPCyt_Top10_20cm_0101.raw	Cytosol	20ppm	Velos	SILAC heavy	NT=Carbamidomethyl; AC=4; MT=Fixed; PP=Anywhere; TA=C	NT=Oxidation; AC=35; MT=Variable; PP=Anywhere; TA=M	NT=Methyl:2H(3)13C(1); AC=329; MT=Variable; PP=Anywhere; TA=K,R	NT=Dimethyl:2H(6)13C(2); AC=330; MT=Variable; PP=Anywhere; TA=K,R	NT=Trimethyl:13C(3)2H(9); AC=1414; MT=Variable; PP=Anywhere; TA=K	NT=Label:13C(4); AC=1266; MT=Fixed; PP=Anywhere; TA=M	20ppm	28	lesSDRF v0.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
AC-Ktr 2	Homo sapiens	cervix	29	HeLa	not applicable	Cancer	run29	proteomic profiling by mass spectrometry	Trypsin	20120707_EXQ3_AlCu_SA_76118_IPCyt_Top10_20cm_0201.raw	Cytosol	20ppm	Velos	SILAC light	NT=Carbamidomethyl; AC=4; MT=Fixed; PP=Anywhere; TA=C	NT=Oxidation; AC=35; MT=Variable; PP=Anywhere; TA=M	NT=Methyl; AC=34; MT=Variable; PP=Anywhere; TA=K,R	NT=Dimethyl; AC=36; MT=Variable; PP=Anywhere; TA=K,R	NT=Trimethyl; AC=37; MT=Variable; PP=Anywhere; TA=K		20ppm	29	lesSDRF v0.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
AC-Ktr 2	Homo sapiens	cervix	29	HeLa	not applicable	Cancer	run29	proteomic profiling by mass spectrometry	Trypsin	20120707_EXQ3_AlCu_SA_76118_IPCyt_Top10_20cm_0201.raw	Cytosol	20ppm	Velos	SILAC heavy	NT=Carbamidomethyl; AC=4; MT=Fixed; PP=Anywhere; TA=C	NT=Oxidation; AC=35; MT=Variable; PP=Anywhere; TA=M	NT=Methyl:2H(3)13C(1); AC=329; MT=Variable; PP=Anywhere; TA=K,R	NT=Dimethyl:2H(6)13C(2); AC=330; MT=Variable; PP=Anywhere; TA=K,R	NT=Trimethyl:13C(3)2H(9); AC=1414; MT=Variable; PP=Anywhere; TA=K	NT=Label:13C(4); AC=1266; MT=Fixed; PP=Anywhere; TA=M	20ppm	29	lesSDRF v0.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
AC-Ktr 2	Homo sapiens	cervix	30	HeLa	not applicable	Cancer	run30	proteomic profiling by mass spectrometry	Trypsin	20120707_EXQ3_AlCu_SA_76118_IPCyt_Top10_20cm_0301.raw	Cytosol	20ppm	Velos	SILAC light	NT=Carbamidomethyl; AC=4; MT=Fixed; PP=Anywhere; TA=C	NT=Oxidation; AC=35; MT=Variable; PP=Anywhere; TA=M	NT=Methyl; AC=34; MT=Variable; PP=Anywhere; TA=K,R	NT=Dimethyl; AC=36; MT=Variable; PP=Anywhere; TA=K,R	NT=Trimethyl; AC=37; MT=Variable; PP=Anywhere; TA=K		20ppm	30	lesSDRF v0.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
AC-Ktr 2	Homo sapiens	cervix	30	HeLa	not applicable	Cancer	run30	proteomic profiling by mass spectrometry	Trypsin	20120707_EXQ3_AlCu_SA_76118_IPCyt_Top10_20cm_0301.raw	Cytosol	20ppm	Velos	SILAC heavy	NT=Carbamidomethyl; AC=4; MT=Fixed; PP=Anywhere; TA=C	NT=Oxidation; AC=35; MT=Variable; PP=Anywhere; TA=M	NT=Methyl:2H(3)13C(1); AC=329; MT=Variable; PP=Anywhere; TA=K,R	NT=Dimethyl:2H(6)13C(2); AC=330; MT=Variable; PP=Anywhere; TA=K,R	NT=Trimethyl:13C(3)2H(9); AC=1414; MT=Variable; PP=Anywhere; TA=K	NT=Label:13C(4); AC=1266; MT=Fixed; PP=Anywhere; TA=M	20ppm	30	lesSDRF v0.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
AC-Ktr 2	Homo sapiens	cervix	31	HeLa	not applicable	Cancer	run31	proteomic profiling by mass spectrometry	Trypsin	20120707_EXQ3_AlCu_SA_76118_IPCyt_Top10_20cm_0401.raw	Cytosol	20ppm	Velos	SILAC light	NT=Carbamidomethyl; AC=4; MT=Fixed; PP=Anywhere; TA=C	NT=Oxidation; AC=35; MT=Variable; PP=Anywhere; TA=M	NT=Methyl; AC=34; MT=Variable; PP=Anywhere; TA=K,R	NT=Dimethyl; AC=36; MT=Variable; PP=Anywhere; TA=K,R	NT=Trimethyl; AC=37; MT=Variable; PP=Anywhere; TA=K		20ppm	31	lesSDRF v0.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
AC-Ktr 2	Homo sapiens	cervix	31	HeLa	not applicable	Cancer	run31	proteomic profiling by mass spectrometry	Trypsin	20120707_EXQ3_AlCu_SA_76118_IPCyt_Top10_20cm_0401.raw	Cytosol	20ppm	Velos	SILAC heavy	NT=Carbamidomethyl; AC=4; MT=Fixed; PP=Anywhere; TA=C	NT=Oxidation; AC=35; MT=Variable; PP=Anywhere; TA=M	NT=Methyl:2H(3)13C(1); AC=329; MT=Variable; PP=Anywhere; TA=K,R	NT=Dimethyl:2H(6)13C(2); AC=330; MT=Variable; PP=Anywhere; TA=K,R	NT=Trimethyl:13C(3)2H(9); AC=1414; MT=Variable; PP=Anywhere; TA=K	NT=Label:13C(4); AC=1266; MT=Fixed; PP=Anywhere; TA=M	20ppm	31	lesSDRF v0.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
AC-Ktr 2	Homo sapiens	cervix	32	HeLa	not applicable	Cancer	run32	proteomic profiling by mass spectrometry	Trypsin	20120707_EXQ3_AlCu_SA_76118_IPCyt_Top10_20cm_0501.raw	Cytosol	20ppm	Velos	SILAC light	NT=Carbamidomethyl; AC=4; MT=Fixed; PP=Anywhere; TA=C	NT=Oxidation; AC=35; MT=Variable; PP=Anywhere; TA=M	NT=Methyl; AC=34; MT=Variable; PP=Anywhere; TA=K,R	NT=Dimethyl; AC=36; MT=Variable; PP=Anywhere; TA=K,R	NT=Trimethyl; AC=37; MT=Variable; PP=Anywhere; TA=K		20ppm	32	lesSDRF v0.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
AC-Ktr 2	Homo sapiens	cervix	32	HeLa	not applicable	Cancer	run32	proteomic profiling by mass spectrometry	Trypsin	20120707_EXQ3_AlCu_SA_76118_IPCyt_Top10_20cm_0501.raw	Cytosol	20ppm	Velos	SILAC heavy	NT=Carbamidomethyl; AC=4; MT=Fixed; PP=Anywhere; TA=C	NT=Oxidation; AC=35; MT=Variable; PP=Anywhere; TA=M	NT=Methyl:2H(3)13C(1); AC=329; MT=Variable; PP=Anywhere; TA=K,R	NT=Dimethyl:2H(6)13C(2); AC=330; MT=Variable; PP=Anywhere; TA=K,R	NT=Trimethyl:13C(3)2H(9); AC=1414; MT=Variable; PP=Anywhere; TA=K	NT=Label:13C(4); AC=1266; MT=Fixed; PP=Anywhere; TA=M	20ppm	32	lesSDRF v0.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
AC-Ktr 1	Homo sapiens	cervix	33	HeLa	not applicable	Cancer	run33	proteomic profiling by mass spectrometry	Trypsin	20120707_EXQ3_AlCu_SA_76118_IPNlc_Top10_20cm_0101.raw	Nucleus	20ppm	Velos	SILAC light	NT=Carbamidomethyl; AC=4; MT=Fixed; PP=Anywhere; TA=C	NT=Oxidation; AC=35; MT=Variable; PP=Anywhere; TA=M	NT=Methyl; AC=34; MT=Variable; PP=Anywhere; TA=K,R	NT=Dimethyl; AC=36; MT=Variable; PP=Anywhere; TA=K,R	NT=Trimethyl; AC=37; MT=Variable; PP=Anywhere; TA=K		20ppm	33	lesSDRF v0.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
